,title,awards.wins,imdb.rating,id
12651,The Fallen,4,5.2,11752
12652,River Queen,3,6.0,11753
12653,Schultze Gets the Blues,11,7.0,11754
12655,On the Outs,2,6.8,11755
12656,Pirates of the Caribbean: Dead Man's Chest,44,7.3,11756
12657,Riding Giants,1,7.9,11757
12658,Los debutantes,1,6.3,11758
12659,House of Flying Daggers,26,7.6,11759
12660,The Legend of Zorro,1,5.9,11760
12662,Something the Lord Made,17,8.3,11761
12663,The Forest for the Trees,6,7.3,11762
12664,5ive Days to Midnight,0,6.7,11763
12665,Aurora Borealis,7,6.9,11764
12666,Battle in Heaven,1,5.6,11765
12667,Curse of the Ring,0,6.7,11766
12668,The Roost,0,4.9,11767
12669,Seed of Chucky,2,4.9,11768
12670,Tie Xi Qu: West of the Tracks,4,8.5,11769
12671,Click,4,6.4,11770
12672,Swades,12,8.3,11771
12673,The Squid and the Whale,24,7.4,11772
12674,The Man Who Copied,18,7.7,11773
12675,Indiana Jones and the Kingdom of the Crystal Skull,9,6.2,11774
12676,S21: The Khmer Rouge Death Machine,13,7.2,11775
12677,Coyote Waits,0,7.2,11776
12678,Jurassic World,0,7.3,11777
12679,Stay,0,6.9,11778
12680,Adam & Steve,0,6.0,11779
12681,Imaginary Heroes,1,7.3,11780
12682,The Honeymooners,0,3.0,11781
12684,Turn Left at the End of the World,2,7.0,11782
12685,Drowning Ghost,0,4.5,11783
12686,Sideways,133,7.6,11784
12687,The Libertine,2,6.4,11785
12688,Rebound,0,5.1,11786
12689,Dear Frankie,8,7.8,11787
12690,The Dukes of Hazzard,2,5.0,11788
12691,The Wool Cap,0,7.3,11789
12692,King's Game,13,7.4,11790
12693,My Date with Drew,12,6.6,11791
12694,Tintin and I,1,7.6,11792
12695,The Middle of the World,1,6.7,11793
12696,Drum,2,6.4,11794
12697,Heading South,3,6.4,11795
12699,Junkers Come Here,1,6.9,11796
12700,Nasu: Summer in Andalusia,1,7.1,11797
12701,MythBusters,7,8.4,11798
12704,Accepted,0,6.5,11799
12705,Azumi,5,6.9,11800
12706,Family Guy Presents Stewie Griffin: The Untold Story,3,7.7,11801
12707,Mountain Patrol,20,7.7,11802
12708,A Common Thread,7,7.0,11803
12709,Zebraman,2,6.7,11804
12710,Chasing Freedom,1,6.7,11805
12711,Black Book,16,7.8,11806
12712,30 Days of Night,0,6.6,11807
12714,Charlie and the Chocolate Factory,15,6.7,11808
12715,D.E.B.S.,1,5.2,11809
12716,The Soul of a Man,2,7.4,11810
12717,Girlhood,4,7.3,11811
12718,I'm Not There.,40,7.0,11812
12719,Spanglish,6,6.5,11813
12721,Vares: Private Eye,1,6.5,11814
12722,Batman Begins,22,8.3,11815
12723,Infernal Affairs 3,4,7.0,11816
12724,Spring Summer Fall Winter... and Spring,12,8.1,11817
12725,Look at Me,9,6.9,11818
12726,Control,0,6.2,11819
12729,The Return,29,8.0,11820
12730,Gèraldine,1,6.8,11821
12731,Woman in the Meadow,2,5.5,11822
12732,Speak,1,7.4,11823
12733,Easy,0,5.8,11824
12735,Bad Spelling,1,6.3,11825
12736,Tropical Malady,5,7.3,11826
12737,Hide and Seek,1,5.9,11827
12738,Too Fat Too Furious,1,6.2,11828
12739,Synecdoche New York,11,7.4,11829
12740,Evil Aliens,1,5.5,11830
12741,Wilby Wonderful,2,6.8,11831
12743,Land of Plenty,1,6.5,11832
12744,The Dying Gaul,1,6.6,11833
12745,Miss Congeniality 2: Armed and Fabulous,2,4.9,11834
12746,The Ketchup Effect,2,5.3,11835
12747,Tae Guk Gi: The Brotherhood of War,9,8.2,11836
12748,Where the Wild Things Are,10,6.8,11837
12749,Battle of the Brave,2,5.4,11838
12750,Chicks with Sticks,0,5.1,11839
12751,Frèken Sverige,1,5.5,11840
12752,Bionicle 2: Legends of Metru Nui,1,6.3,11841
12753,Or (My Treasure),11,7.1,11842
12755,Clean,2,6.9,11843
12756,Heir to an Execution,0,7.2,11844
12757,Turn Left Turn Right,1,6.8,11845
12758,Starship Troopers 2: Hero of the Federation,1,3.5,11846
12759,Vieraalla maalla,0,5.7,11847
12760,Elizabethtown,1,6.4,11848
12761,Buddy,6,6.9,11849
12762,The Bourne Supremacy,5,7.8,11850
12764,The Tesseract,1,5.5,11851
12765,Triple Agent,0,6.5,11852
12766,Incident at Loch Ness,1,6.6,11853
12767,Enduring Love,4,6.4,11854
12768,Color Me Kubrick,0,6.1,11855
12769,Sexual Life,1,5.1,11856
12770,Be Cool,1,5.6,11857
12771,Don't Come Knocking,1,6.7,11858
12772,Machuca,12,7.8,11859
12773,Yukikaze,2,7.5,11860
12774,Gun-shy,4,6.7,11861
12775,Bailey's Billion$,0,4.0,11862
12776,Skellig: The Owl Man,1,6.6,11863
12777,Dallas Pashamende,0,6.9,11864
12779,Look Both Ways,21,7.1,11865
12780,The Story of My Life,2,6.8,11866
12781,Palestine Is Still the Issue,0,8.4,11867
12782,What We Do Is Secret,2,6.6,11868
12783,Metallica: Some Kind of Monster,5,7.5,11869
12784,Saw,6,7.7,11870
12785,In Her Shoes,2,6.5,11871
12786,Dig!,2,7.8,11872
12787,Three-Step Dance,4,6.2,11873
12788,Breaking the Silence: Truth and Lies in the War on Terror,0,7.9,11874
12789,Come and Go,1,7.0,11875
12790,Surplus: Terrorized Into Being Consumers,4,7.0,11876
12792,Brides,5,7.6,11877
12793,Collateral,25,7.6,11878
12794,AVP: Alien vs. Predator,2,5.6,11879
12795,Festival Express,0,7.6,11880
12796,Bright Leaves,1,7.1,11881
12797,Kung Fu Hustle,24,7.8,11882
12798,Where the Truth Lies,2,6.6,11883
12799,Turetskiy gambit,1,7.1,11884
12800,Napoleon Dynamite,10,6.9,11885
12801,White Noise,1,5.5,11886
12802,Sexual Dependency,2,6.2,11887
12803,Raghu Romeo,3,7.1,11888
12804,Aasai,1,7.5,11889
12805,Destino,7,7.9,11890
12806,Ma mère,0,5.2,11891
12807,Yes,2,6.9,11892
12808,Curious George,0,6.6,11893
12809,Cronicas,9,7.0,11894
12810,Mamay,0,7.0,11895
12811,The White Countess,0,6.7,11896
12813,Toolbox Murders,1,5.3,11897
12814,Love is God,2,8.9,11898
12816,Duplicity,3,5.7,11899
12817,Ong-bak,2,7.2,11900
12818,Word of Honor,0,6.6,11901
12819,Bionicle: Mask of Light,4,5.8,11902
12820,Bal-Can-Can,2,7.7,11903
12821,9 Souls,0,7.5,11904
12822,Iron Man,20,7.9,11905
12823,Pelikaanimies,7,6.1,11906
12824,Into the Mirror,1,6.5,11907
12826,The Interpreter,4,6.4,11908
12827,Jesus You Know,3,6.8,11909
12828,Thanksgiving Family Reunion,1,3.4,11910
12829,Ayitha Ezhuthu,1,7.6,11911
12830,Silver City,1,6.1,11912
12831,The Agronomist,3,7.5,11913
12832,Flight of the Phoenix,0,6.1,11914
12833,Survival Island,1,5.0,11915
12834,Cowboys & Angels,5,7.0,11916
12835,Izo,1,6.2,11917
12836,Tali-Ihantala 1944,0,5.8,11918
12837,Capote,70,7.4,11919
12838,The Place Promised in Our Early Days,1,7.3,11920
12839,Bummer,2,7.4,11921
12840,Holy Lola,1,6.6,11922
12842,She's Too Young,0,6.0,11923
12843,Silentium,1,7.6,11924
12844,Brothers,13,7.6,11925
12845,Going the Distance,0,5.6,11926
12846,Shortbus,7,6.6,11927
12847,Separate Lies,1,6.5,11928
12848,Infernal Affairs 2,4,7.4,11929
12849,Fun with Dick and Jane,0,6.1,11930
12850,A Good Lawyer's Wife,5,6.6,11931
12851,House of Sand,11,7.4,11932
12852,Romasanta: The Werewolf Hunt,1,5.3,11933
12854,The Memory of a Killer,7,7.4,11934
12855,Astro Boy,0,6.4,11935
12856,Empire Falls,9,7.5,11936
12858,Touching the Void,7,8.1,11937
12859,Home of Phobia,1,5.4,11938
12860,Satan's Little Helper,0,5.3,11939
12861,Little Fish,12,6.3,11940
12862,Ratatouille,66,8.0,11941
12865,In My Father's Den,19,7.7,11942
12866,The Golden Compass,5,6.1,11943
12867,Trench of Hope,3,7.8,11944
12868,Chestnut: Hero of Central Park,1,5.5,11945
12869,Tokyo Godfathers,8,7.9,11946
12870,The Girl from Monday,1,5.2,11947
12871,The Greatest Game Ever Played,0,7.5,11948
12872,Fateless,5,7.1,11949
12873,Hannibal Rising,0,6.2,11950
12874,November,1,5.6,11951
12875,Romance & Cigarettes,0,6.3,11952
12876,Lucky Luke and the Daltons,0,3.1,11953
12877,Ultraviolet,1,4.4,11954
12878,Big Bird in China,0,7.3,11955
12879,The Chorus,14,7.9,11956
12880,Kiss Kiss Bang Bang,5,7.7,11957
12881,Tamala 2010: A Punk Cat in Space,2,6.6,11958
12882,Captivity,1,4.7,11959
12883,The Rum Diary,2,6.2,11960
12885,Concert for George,1,8.7,11961
12886,The Cookout,0,3.6,11962
12887,P.S.,3,6.3,11963
12888,As It Is in Heaven,3,7.6,11964
12890,Yuva,12,7.5,11965
12891,Gilles' Wife,5,6.8,11966
12892,Harvie Krumpet,20,8.0,11967
12894,Break Free,1,6.2,11968
12896,When I Grow Up I'll Be a Kangaroo,1,8.4,11969
12897,Kicking & Screaming,1,5.5,11970
12898,Missing in America,4,6.6,11971
12899,In Good Company,2,6.5,11972
12900,Glory Road,2,7.2,11973
12901,Sicko,17,8.1,11974
12903,Deewaar: Let's Bring Our Heroes Home,0,6.2,11975
12904,Wasp,22,7.6,11976
12905,Death on the Staircase,2,8.5,11977
12906,Born Into Brothels: Calcutta's Red Light Kids,21,7.6,11978
12907,Brokeback Mountain,145,7.7,11979
12908,Bee Movie,2,6.2,11980
12909,Mirrormask,5,7.0,11981
12910,Wanted!,0,6.9,11982
12911,Christmas Vacation 2: Cousin Eddie's Island Adventure,0,2.7,11983
12912,Osama,15,7.4,11984
12913,National Treasure,1,6.9,11985
12914,Hierankl,5,6.5,11986
12915,Eating Out,6,6.0,11987
12916,Harry Potter and the Order of the Phoenix,17,7.5,11988
12919,The Ring Two,2,5.4,11989
12920,Game Over: Kasparov and the Machine,0,6.8,11990
12921,Chill Out!,1,6.3,11991
12922,Goal! The Dream Begins,1,6.8,11992
12923,Hollands licht,1,7.0,11993
12924,Bonjour Monsieur Shlomi,8,7.5,11994
12925,The Lovely Bones,14,6.7,11995
12926,Red Passport,1,5.5,11996
12927,The Perfect Man,2,5.5,11997
12928,The 7th Day,3,6.9,11998
12929,Zoom,0,4.2,11999
12930,Vera Drake,46,7.7,12000
12931,Samay: When Time Strikes,1,6.8,12001
12935,Green Street Hooligans,4,7.5,12002
12936,Niceland (Population. 1.000.002),1,6.6,12003
12937,My Friend Henry,0,6.5,12004
12938,Idiocracy,0,6.5,12005
12939,Redemption: The Stan Tookie Williams Story,13,6.5,12006
12941,Straight-Jacket,1,6.6,12007
12942,Sleepover,1,5.3,12008
12943,Mrs. Ashboro's Cat,1,5.8,12009
12944,Sams in Gefahr,1,5.2,12010
12945,Der Clown,1,4.3,12011
12946,Layer Cake,2,7.4,12012
12947,Ladies in Lavender,0,7.1,12013
12948,Night of the Living Dorks,0,5.7,12014
12949,Blackballed: The Bobby Dukes Story,5,6.5,12015
12950,Coffee and Cigarettes,4,7.0,12016
12951,Vodka Lemon,8,6.7,12017
12952,Serenity,9,8.0,12018
12953,Crusade in Jeans,6,6.1,12019
12954,Hair Show,0,4.8,12020
12955,Lost Boys of Sudan,3,7.6,12021
12958,The Crimson Petal and the White,4,7.7,12022
12960,Saving Face,3,7.6,12023
12961,Monster House,7,6.6,12024
12962,The 11 Commandments,1,4.5,12025
12963,Innocent Voices,13,8.0,12026
12964,Frozen Land,17,7.5,12027
12965,Beauty Shop,0,5.4,12028
12966,Live and Become,11,7.9,12029
12967,Woodenhead,0,6.4,12030
12968,Modigliani,0,7.4,12031
12970,End of the Century,0,8.0,12032
12973,The Hitchhiker's Guide to the Galaxy,1,6.8,12033
12975,Secuestro express,0,6.6,12034
12976,Team America: World Police,1,7.2,12035
12977,Strings,3,7.0,12036
12979,Human Touch,0,6.0,12037
12980,Saamy,1,7.3,12038
12981,Work Hard Play Hard,0,7.0,12039
12983,Ringers: Lord of the Fans,1,6.3,12040
12984,The Yes Men,1,6.9,12041
12985,Ae Fond Kiss...,8,7.2,12042
12987,Somersault,41,6.8,12043
12988,Symmetry,2,7.7,12044
12989,Twelve Mile Road,0,6.4,12045
12990,Eyes of Crystal,0,6.4,12046
12991,Zameen,0,5.3,12047
12994,Paradise Girls,1,6.1,12048
12995,Terkel in Trouble,7,7.1,12049
12996,Bee Season,0,5.5,12050
12997,The Locals,1,5.5,12051
12998,Christmas with the Kranks,2,5.2,12052
12999,C.S.A.: The Confederate States of America,1,6.4,12053
13000,Repatriation,2,7.8,12054
13001,Trudell,1,6.0,12055
13002,In the Realms of the Unreal,3,7.3,12056
13003,Control Room,8,7.8,12057
13005,The Grudge,3,5.9,12058
13006,Autobahnraser,0,4.6,12059
13008,3 Needles,2,6.7,12060
13009,Boundin',2,7.1,12061
13011,Just My Luck,0,5.3,12062
13012,EMR,4,5.8,12063
13013,The District,7,6.1,12064
13016,Go Go Tales,0,5.8,12065
13018,El Crimen Perfecto (The Perfect Crime),2,7.1,12066
13019,The Devil's Rejects,10,6.9,12067
13020,Perfume: The Story of a Murderer,15,7.5,12068
13021,Shwaas,3,8.1,12069
13022,Down in the Valley,1,6.5,12070
13023,Dorian Blues,13,6.9,12071
13024,John Carter,2,6.6,12072
13025,The Guardian Spirit of the House,3,8.1,12073
13026,Days of Santiago,13,7.3,12074
13028,Cigarettes and Coffee,2,7.6,12075
13029,Bolt,2,6.9,12076
13030,Tangled,9,7.8,12077
13031,Blade of Kings,0,5.0,12078
13032,Paap,0,5.2,12079
13033,Herbie Fully Loaded,2,4.7,12080
13034,A Good Year,1,6.9,12081
13035,Ike: Countdown to D-Day,0,7.2,12082
13036,Sin City,28,8.1,12083
13037,I Like Killing Flies,0,7.3,12084
13038,The Raspberry Reich,2,5.6,12085
13040,Hawking,1,7.7,12086
13041,The Pacifier,1,5.5,12087
13042,Wedding Crashers,12,7.0,12088
13043,Samaritan Girl,1,7.2,12089
13044,True,2,8.2,12090
13047,End of the Spear,1,6.9,12091
13048,3: The Dale Earnhardt Story,0,6.9,12092
13049,C.R.A.Z.Y.,38,8.0,12093
13050,Ab Tak Chhappan,2,8.0,12094
13051,Light Is Calling,1,7.3,12095
13053,Captain Alatriste: The Spanish Musketeer,4,6.1,12096
13054,Forty Shades of Blue,1,6.0,12097
13055,With Blood on My Hands: Pusher II,3,7.4,12098
13057,The Skeleton Key,0,6.5,12099
13058,Trade,5,7.5,12100
13059,Ho visto le stelle,0,5.5,12101
13060,Lepel,5,6.5,12102
13061,Quill: The Life of a Guide Dog,2,7.2,12103
13062,Paris je t'aime,1,7.3,12104
13063,èon Flux,0,5.5,12105
13064,The Hunting of the President,0,7.1,12106
13065,Valley of Flowers,1,7.1,12107
13066,Unconscious,5,7.4,12108
13068,Nanny McPhee,3,6.6,12109
13069,Island at War,1,7.6,12110
13070,Deadline,1,7.4,12111
13071,Dear Pillow,2,5.7,12112
13072,Isi/Disi - Amor a lo bestia,0,4.2,12113
13073,Detroit,2,6.8,12114
13074,A Lot Like Love,1,6.6,12115
13076,Return to Sender,0,6.4,12116
13077,DOA: Dead or Alive,0,4.8,12117
13078,What the #$*! Do We (K)now!?,2,5.3,12118
13079,Sometimes in April,4,7.9,12119
13080,Hotte im Paradies,3,7.6,12120
13081,72 Meters,0,6.7,12121
13083,Checkpoint,6,7.9,12122
13084,Confess,2,5.5,12123
13086,Matti: Hell Is for Heroes,0,5.9,12124
13087,Word Wars,2,6.9,12125
13089,Muxmèuschenstill,7,7.3,12126
13091,Meet the Robinsons,1,6.9,12127
13093,The Consequences of Love,13,7.6,12128
13094,The Diving Bell and the Butterfly,83,8.0,12129
13095,Siblings,1,6.6,12130
13096,A History of Violence,46,7.5,12131
13097,Zombie Honeymoon,1,4.8,12132
13098,A Quiet Love,6,6.3,12133
13099,Super Size Me,11,7.3,12134
13100,Waqt: The Race Against Time,0,6.8,12135
13103,Space Odyssey: Voyage to the Planets,1,7.8,12136
13104,11:11,0,3.6,12137
13106,Man to Man,0,6.5,12138
13107,The Man,0,5.5,12139
13108,El chocolate del loro,0,5.5,12140
13109,Clara et moi,1,6.6,12141
13111,36th Precinct,1,7.2,12142
13112,Edison,1,5.3,12143
13113,Friday Night Lights,2,7.3,12144
13114,Primer,2,7.0,12145
13115,Shadowboxer,1,5.6,12146
13117,Bab'Aziz - The Prince That Contemplated His Soul,3,7.6,12147
13119,Memoirs of a Geisha,29,7.3,12148
13120,Dealer,9,7.3,12149
13122,Bridge to Terabithia,6,7.2,12150
13123,Godzilla: Final Wars,0,6.5,12151
13124,Lord of War,2,7.6,12152
13126,The Ice Harvest,1,6.3,12153
13127,Nigdy w zyciu!,0,5.3,12154
13128,Open Season,1,6.2,12155
13129,Kronk's New Groove,0,5.9,12156
13131,Evergreen,1,5.4,12157
13132,Harry + Max,0,5.5,12158
13134,The Ugly Duckling and Me!,1,5.6,12159
13135,Fat Albert,0,4.3,12160
13137,Woman Thou Art Loosed,6,6.8,12161
13138,Tarnation,12,7.2,12162
13139,Take Out,2,6.8,12163
13140,Coach Carter,3,7.2,12164
13141,Hotel Rwanda,21,8.2,12165
13142,North Country,8,7.3,12166
13143,Eight Below,2,7.3,12167
13144,Tamara,0,5.2,12168
13145,Underworld: Evolution,2,6.8,12169
13146,Hollow City,3,7.2,12170
13147,Let's Be Friends,0,6.1,12171
13148,Changing Times,0,6.2,12172
13149,Up and Down,6,7.0,12173
13150,Breach,0,7.0,12174
13151,The 10th Judicial Court: Judicial Hearings,1,7.7,12175
13152,Lightning in a Bottle,1,7.6,12176
13153,Skinhead Attitude,1,7.4,12177
13154,The Spirit of Jeet Kune Do,1,7.6,12178
13155,Maria Full of Grace,41,7.5,12179
13156,Brick,11,7.4,12180
13157,Viva,1,5.7,12181
13160,Exiles,2,6.8,12182
13161,The Five People You Meet in Heaven,0,7.4,12183
13162,Social Genocide,1,8.0,12184
13163,Beautiful Boxer,6,7.3,12185
13165,When I'm Sixty-Four,3,7.9,12186
13166,The Blind Flyers,6,6.6,12187
13167,The Nomi Song,1,7.4,12188
13168,The Wooden Camera,3,7.1,12189
13169,A Scanner Darkly,6,7.1,12190
13171,Zathura: A Space Adventure,2,6.1,12191
13172,Masti,2,6.1,12192
13173,Pooh's Heffalump Movie,0,6.4,12193
13174,Lunacy,4,7.3,12194
13175,Mi mejor enemigo,3,7.2,12195
13176,Only God Knows,0,6.5,12196
13178,Everything Is Illuminated,6,7.5,12197
13180,Reefer Madness: The Movie Musical,4,7.1,12198
13181,The Life: What's Your Pleasure?,0,4.4,12199
13182,The Wild,0,5.4,12200
13183,Rang De Basanti,18,8.4,12201
13184,Chris Rock: Never Scared,0,8.1,12202
13185,A Christmas Carol: The Musical,2,6.3,12203
13186,Duck Season,24,7.3,12204
13187,Earthsea,8,5.7,12205
13188,Lackawanna Blues,28,7.9,12206
13189,Russian Dolls,1,7.0,12207
13191,Czech Dream,7,7.5,12208
13192,Something Like Happiness,19,7.2,12209
13194,Youth in Revolt,1,6.5,12210
13195,The Danube Exodus,2,7.7,12211
13196,Everyone,1,6.1,12212
13197,Rudo y Cursi,1,6.7,12213
13198,The Bridesmaid,0,6.7,12214
13199,Days and Hours,0,7.5,12215
13200,The Departed,106,8.5,12216
13201,Wrong Side Up,4,7.4,12217
13203,Dark Horse,9,7.2,12218
13204,Day Watch,5,6.6,12219
13205,Abominable,2,5.1,12220
13206,The Sisterhood of the Traveling Pants,1,6.6,12221
13207,Woman Is the Future of Man,0,6.4,12222
13208,Alien Apocalypse,1,4.5,12223
13210,Traffic Affairs,2,6.6,12224
13211,Parapalos,2,6.6,12225
13212,Zen Noir,5,6.5,12226
13213,Everything About Mustafa,2,7.7,12227
13214,Surveillance,3,6.4,12228
13216,Che ne sarè di noi,2,5.6,12229
13217,En Route,1,5.9,12230
13218,Watermarks,10,7.3,12231
13219,Skrètek,1,7.3,12232
13220,Calvaire,4,6.2,12233
13221,C(r)ook,1,6.4,12234
13223,Les aimants,3,6.9,12235
13224,Nim's Island,1,6.0,12236
13225,Tideland,1,6.6,12237
13226,Just Sex and Nothing Else,1,6.6,12238
13227,Watchmen,15,7.6,12239
13228,Utomlyonnye solntsem 2: Predstoyanie,1,4.1,12240
13230,The Chumscrubber,0,7.1,12241
13231,The Edukators,11,7.6,12242
13232,Hustle & Flow,29,7.4,12243
13233,Species III,1,4.2,12244
13234,Taxidermia,9,7.0,12245
13235,The Notorious Bettie Page,0,6.6,12246
13236,Sky High,0,6.2,12247
13237,Loggerheads,2,7.2,12248
13238,Fifty-Fifty,4,7.3,12249
13239,è Tout de Suite,1,6.4,12250
13240,The Eye 2,0,5.8,12251
13241,Nobody Knows,13,8.1,12252
13242,Flightplan,2,6.2,12253
13243,Guy X,2,5.1,12254
13244,Agata and the Storm,0,6.6,12255
13245,Angels in Fast Motion,8,6.9,12256
13246,Night Watch,2,6.5,12257
13247,Route 181: Fragments of a Journey in Palestine-Israel,2,6.8,12258
13248,Stille Nacht,0,6.4,12259
13249,Southland Tales,0,5.5,12260
13250,A Alma do Osso,1,7.7,12261
13251,The Magic of Ordinary Days,1,7.8,12262
13252,Evilenko,3,6.2,12263
13254,The Brooke Ellison Story,3,7.2,12264
13255,Firewall,0,5.8,12265
13256,The Chiefs,1,6.9,12266
13257,Looking for Cheyenne,2,6.5,12267
13258,Sam Peckinpah's West: Legacy of a Hollywood Renegade,1,7.2,12268
13259,Love Is Eternal While It Lasts,2,6.1,12269
13260,Love's Enduring Promise,1,7.2,12270
13261,Heaven on Earth,0,6.5,12271
13262,Beowulf & Grendel,1,5.9,12272
13263,The Exorcism of Emily Rose,4,6.7,12273
13264,The Dark Hours,12,6.1,12274
13265,Mr. Average,0,5.5,12275
13266,The New World,9,6.7,12276
13267,Casanova,4,6.5,12277
13268,House of Boys,0,6.6,12278
13269,7:35 in the Morning,10,7.3,12279
13270,Transamerica,32,7.5,12280
13271,Spider Forest,0,6.7,12281
13273,Bad News Bears,1,5.8,12282
13274,Last Holiday,0,6.3,12283
13275,Marilyn Hotchkiss' Ballroom Dancing & Charm School,0,6.7,12284
13276,Cashback,7,7.7,12285
13277,Last Days,1,5.8,12286
13278,Roll Bounce,2,5.9,12287
13279,The Sun King,1,6.1,12288
13281,The 40-Year-Old Virgin,9,7.2,12289
13282,Shark in the Head,0,7.0,12290
13283,Munich,28,7.6,12291
13284,Satan's Sword,1,7.0,12292
13285,Little Children,25,7.6,12293
13286,The Lives of Others,80,8.5,12294
13287,The 12 Dogs of Christmas,0,5.5,12295
13288,War of the Worlds,16,6.5,12296
13289,The Chronicles of Riddick: Dark Fury,0,6.7,12297
13290,Shabd,0,5.3,12298
13291,Sidekick,2,5.6,12299
13292,Raincoat,1,7.5,12300
13293,Z Channel: A Magnificent Obsession,1,7.6,12301
13294,The Lake House,2,6.8,12302
13295,The Garden of Earthly Delights,1,6.8,12303
13296,Even Money,0,5.9,12304
13298,Million Dollar Baby,83,8.1,12305
13299,The Prize Winner of Defiance Ohio,1,7.3,12306
13300,Van Helsing: The London Assignment,0,6.1,12307
13302,Hana and Alice,1,7.5,12308
13303,Omagh,13,7.3,12309
13304,In Secret,0,6.1,12310
13305,On a Clear Day,3,7.0,12311
13306,Rhythm Is It!,6,7.9,12312
13307,Christmas Rematch,0,6.8,12313
13308,Aaltra,4,7.1,12314
13309,Barefoot,2,7.2,12315
13310,Los Muertos,7,6.7,12316
13311,Poseidon,0,5.6,12317
13312,State Property 2,1,4.3,12318
13313,Murder,7,5.3,12319
13314,Cowboys & Aliens,1,6.0,12320
13315,Run,0,4.8,12321
13316,Hell Ride,1,5.1,12322
13317,Mondovino,1,7.1,12323
13318,The Brice Man,3,5.0,12324
13319,All the Invisible Children,1,7.6,12325
13320,Tout pour plaire,1,6.1,12326
13321,In the Darkness of the Night,5,6.9,12327
13322,The Willow Tree,1,7.5,12328
13323,Boy Eats Girl,0,5.1,12329
13324,Boy s tenyu,0,6.1,12330
13326,Meu Tio Matou um Cara,6,6.6,12331
13327,The Lizard,4,8.5,12332
13328,The N Word,1,6.3,12333
13329,Time to Leave,2,7.1,12334
13330,Vital,4,7.0,12335
13331,Factotum,3,6.6,12336
13332,The Sandlot 2,1,4.5,12337
13333,Aitraaz,5,6.6,12338
13334,Throw Down,2,6.9,12339
13335,Hate Crime,9,6.4,12340
13336,My Step Brother Frankenstein,3,7.0,12341
13337,River's End,2,5.1,12342
13338,Wolf Creek,3,6.3,12343
13340,The Talent Given Us,1,5.3,12344
13341,Idlewild,1,6.2,12345
13342,Shrek the Third,6,6.0,12346
13343,Garv: Pride and Honour,0,5.3,12347
13344,Alyosha Popovich i Tugarin Zmey,0,7.1,12348
13345,Go for Zucker,8,6.9,12349
13346,300,19,7.8,12350
13347,Dark Matter,1,6.2,12351
13348,Laura's Star,1,6.2,12352
13349,Snakes on a Plane,2,5.6,12353
13350,12 and Holding,0,7.6,12354
13351,Transformers,23,7.1,12355
13352,Delirious,5,6.5,12356
13353,Spider-Man 3,4,6.2,12357
13354,Elizabeth: The Golden Age,6,6.9,12358
13355,Headspace,1,4.7,12359
13356,Salvador Allende,1,7.6,12360
13357,Pride & Prejudice,22,7.8,12361
13358,The Quiet,1,6.4,12362
13359,Me and You and Everyone We Know,22,7.4,12363
13360,The Doll Master,2,5.9,12364
13361,Dreamland,3,6.4,12365
13362,Scooby-Doo and the Loch Ness Monster,0,6.8,12366
13363,Prom Queen: The Marc Hall Story,0,6.7,12367
